id,Attrition
1677,0.3772080215190473
1678,0.016896436707517403
1679,0.10274424069759351
1680,0.02463826714619555
1681,0.3817908788645551
1682,0.27667363611905466
1683,0.08347824620380151
1684,0.1515328905105858
1685,0.10530170926463463
1686,0.09413665335114166
1687,0.046812147259675516
1688,0.3521283577054958
1689,0.09508022114346905
1690,0.07118743942457928
1691,0.10533405323505954
1692,0.4340748371292655
1693,0.22266870353309037
1694,0.1342401264991904
1695,0.40108627831948196
1696,0.1524544568402551
1697,0.2644178134939445
1698,0.10222934499487331
1699,0.1604084227915945
1700,0.01379983868744771
1701,0.31480593611920477
1702,0.04663067936422324
1703,0.035410804706960064
1704,0.02787478880274694
1705,0.051514907563398445
1706,0.0634432056168593
1707,0.20832251026290097
1708,0.022822904987044434
1709,0.10111505349966203
1710,0.25229153908132046
1711,0.2396869307866524
1712,0.631029544058757
1713,0.03600490370850497
1714,0.19616829450545922
1715,0.042924707257207
1716,0.16154926799504318
1717,0.07937397474466419
1718,0.12274863794248067
1719,0.02382434513069121
1720,0.017992163199712696
1721,0.26546016781430287
1722,0.18106698089115503
1723,0.02560905086991841
1724,0.03965737023372773
1725,0.020619489579895376
1726,0.08203025853739206
1727,0.03508411405096322
1728,0.11716188650008232
1729,0.04179967749861613
1730,0.12687235974050085
1731,0.03588783377820476
1732,0.30754425792470647
1733,0.02935392003363469
1734,0.20015651407614254
1735,0.08665728536705089
1736,0.11749230185710179
1737,0.08996185425072932
1738,0.03890552227084133
1739,0.010743778896981256
1740,0.05761186913531615
1741,0.09023102502001179
1742,0.022058056925410772
1743,0.15555512281070055
1744,0.05485519645061761
1745,0.07113165202597409
1746,0.03781582764942577
1747,0.05594346252875887
1748,0.0225985371232342
1749,0.030476498836607007
1750,0.22626260270870185
1751,0.42345342017966014
1752,0.1444644990971324
1753,0.03836346813176465
1754,0.4324418812299024
1755,0.016171836629769672
1756,0.09238197711915784
1757,0.023160691606796617
1758,0.03644195430189921
1759,0.05022967227912349
1760,0.03675635383296355
1761,0.021610526280309246
1762,0.03794419284277856
1763,0.039528045197327125
1764,0.13763889069524216
1765,0.06774253233921848
1766,0.10450062624709656
1767,0.011955603282756747
1768,0.4067081603284695
1769,0.32253768270078037
1770,0.26958606335098706
1771,0.1267947063830673
1772,0.022335950441896835
1773,0.25889417729134895
1774,0.3487585955792983
1775,0.11033011211695165
1776,0.021284903816622992
1777,0.041662124767315956
1778,0.49773152630513523
1779,0.0753930989706532
1780,0.1060936060612591
1781,0.01533542219946506
1782,0.02754627937989009
1783,0.06669008666128574
1784,0.17772920115185337
1785,0.4782105548240529
1786,0.09892606819210178
1787,0.14181961297297485
1788,0.11666716897990408
1789,0.16946969100917128
1790,0.19225483208656954
1791,0.21251276096261082
1792,0.02207450379673919
1793,0.5441902417483667
1794,0.02741002738334024
1795,0.01647496739173831
1796,0.2629967980908205
1797,0.11956762792835651
1798,0.17685001257044933
1799,0.016002898874952584
1800,0.019069843043811596
1801,0.052859702549688276
1802,0.2263115867507048
1803,0.10686421129314909
1804,0.08334862043265498
1805,0.35699919217536186
1806,0.024848218111533715
1807,0.12993926550805518
1808,0.10583379735145733
1809,0.2353217792764461
1810,0.21191186741003262
1811,0.014347434516285396
1812,0.22263603321951592
1813,0.28442188592929657
1814,0.04560673371643664
1815,0.037173616666164325
1816,0.09844016836346733
1817,0.035792431670551496
1818,0.04938312816280431
1819,0.03730748656301975
1820,0.009554818099098052
1821,0.12118339149485105
1822,0.03117789645616227
1823,0.025213886051892218
1824,0.1835436056334958
1825,0.0969391899906226
1826,0.22370878120346674
1827,0.0268699741492828
1828,0.05492089693110047
1829,0.4030116754820736
1830,0.14814549417228295
1831,0.5646946452516014
1832,0.00957544222102066
1833,0.037088101790778566
1834,0.11278973639269776
1835,0.17810500250954775
1836,0.06968475664275242
1837,0.15287173812444466
1838,0.057015072020025544
1839,0.05641808341387441
1840,0.041375669943152386
1841,0.03208905050012604
1842,0.10571514010442946
1843,0.035771018654959984
1844,0.014538826981628342
1845,0.06949537169596069
1846,0.07439967767481466
1847,0.011996148788797168
1848,0.129700592989082
1849,0.0092598909822674
1850,0.17095456234361986
1851,0.15986909263239715
1852,0.04094040311381832
1853,0.06568110886962047
1854,0.06468065912854389
1855,0.10666770371304306
1856,0.2260821120644025
1857,0.030872891510489497
1858,0.16900294062406548
1859,0.021725053225420038
1860,0.0115319777236836
1861,0.020880658159704434
1862,0.08111928121439616
1863,0.40896816333528224
1864,0.006205645843876715
1865,0.03875848233202478
1866,0.13833282941823968
1867,0.1393245233166803
1868,0.2624906507078419
1869,0.40109484102700915
1870,0.06476762553078003
1871,0.06391055829569879
1872,0.009717652032365895
1873,0.122081120777971
1874,0.05631629939772825
1875,0.04821435107490085
1876,0.10706821087919915
1877,0.19887799712387766
1878,0.0189793065406296
1879,0.0422968724869722
1880,0.13116705916826626
1881,0.06925149654319702
1882,0.01754451430024098
1883,0.03837908162051649
1884,0.030020840817188654
1885,0.055800152161636855
1886,0.2197418483339635
1887,0.03406781515335318
1888,0.18970077521957918
1889,0.030856787080414005
1890,0.07745235542268594
1891,0.03839022497669364
1892,0.21157085978938225
1893,0.10612277163235259
1894,0.02226893656906341
1895,0.021321521016972007
1896,0.05082706961243755
1897,0.07615247585349501
1898,0.019954506223484773
1899,0.045837886231675014
1900,0.3260090821067418
1901,0.1911573175407688
1902,0.014029141522768998
1903,0.008703676182080034
1904,0.014698976236170523
1905,0.06352187079570425
1906,0.025104393591454867
1907,0.281355625558639
1908,0.09268933765444991
1909,0.00972054134652285
1910,0.022035208815731188
1911,0.027830883063557684
1912,0.008284086333699144
1913,0.03478445272328645
1914,0.04065816617735974
1915,0.014930416268202878
1916,0.336968241901142
1917,0.13159210900674406
1918,0.008153190375344324
1919,0.018221819167348573
1920,0.06937979377780994
1921,0.020573779984386933
1922,0.1440073395671917
1923,0.024239941997398946
1924,0.16853936532730548
1925,0.009121013815009201
1926,0.03924687309045384
1927,0.012266131167856562
1928,0.19926981674751304
1929,0.12573630311212292
1930,0.01701609312463623
1931,0.13978785127995583
1932,0.06868680578474293
1933,0.030922934844636287
1934,0.484737022291624
1935,0.07575074505140214
1936,0.13000823001663728
1937,0.006768942089135255
1938,0.1910831641808543
1939,0.3552428440122598
1940,0.010135247793039781
1941,0.10399291426244542
1942,0.0888940733860338
1943,0.015619183373308698
1944,0.01147394893225212
1945,0.024037862752220154
1946,0.04983674724428243
1947,0.3355480691582978
1948,0.06503283472721859
1949,0.02274188822673681
1950,0.06556402487765343
1951,0.1855958521261776
1952,0.10434289324086111
1953,0.009589771357775013
1954,0.024061226738971448
1955,0.008766007658305314
1956,0.016442048308697877
1957,0.08087008797464565
1958,0.07741639451185374
1959,0.04698851051088722
1960,0.10765750839522396
1961,0.017436926605809238
1962,0.02622894883759513
1963,0.1148819017648156
1964,0.0716553524765601
1965,0.010237678422111221
1966,0.014400382383770487
1967,0.3377946788121013
1968,0.33884648923151717
